Entrez	Symbol	Name	Length
6357	CCL13	chemokine (C-C motif) ligand 13	853
26045	LRRTM2	leucine rich repeat transmembrane neuronal 2	1960
7074	TIAM1	T-cell lymphoma invasion and metastasis 1	6879
8431	NR0B2	nuclear receptor subfamily 0, group B, member 2	1272
27	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2	11866
2241	FER	fer (fps/fes related) tyrosine kinase	1595
9623	TCL1B	T-cell leukemia/lymphoma 1B	3127
8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	5677
7755	ZNF205	zinc finger protein 205	2031
1259	CNGA1	cyclic nucleotide gated channel alpha 1	2792
27035	NOX1	NADPH oxidase 1	2429
6097	RORC	RAR-related orphan receptor C	3060.5
10261	IGSF6	immunoglobulin superfamily, member 6	1131.5
8710	SERPINB7	serpin peptidase inhibitor, clade B (ovalbumin), member 7	2085.5
2641	GCG	glucagon	1133
10218	ANGPTL7	angiopoietin-like 7	2242
1592	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	2126
7222	TRPC3	transient receptor potential cation channel, subfamily C, member 3	3370.5
2315	MLANA	melan-A	1529
7702	ZNF143	zinc finger protein 143	2958
2150	F2RL1	coagulation factor II (thrombin) receptor-like 1	2884
1044	CDX1	caudal type homeobox 1	1774
23061	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	3237
3037	HAS2	hyaluronan synthase 2	3279
758	MPPED1	metallophosphoesterase domain containing 1	2514
8698	S1PR4	sphingosine-1-phosphate receptor 4	1565
79867	TCTN2	tectonic family member 2	2925.5
1833	EPYC	epiphycan	1544
8825	LIN7A	lin-7 homolog A (C. elegans)	1275
54939	COMMD4	COMM domain containing 4	1183
6406	SEMG1	semenogelin I	1487
6096	RORB	RAR-related orphan receptor B	3332.5
5153	PDE1B	phosphodiesterase 1B, calmodulin-dependent	3063.5
5648	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	3895
1621	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	2773
55171	TBCCD1	TBCC domain containing 1	2719
5524	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	2300.5
57447	NDRG2	NDRG family member 2	2063.5
6010	RHO	rhodopsin	2772
2558	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	3401
1733	DIO1	deiodinase, iodothyronine, type I	1669
7482	WNT2B	wingless-type MMTV integration site family, member 2B	2022
55966	AJAP1	adherens junctions associated protein 1	2502
4496	MT1H	metallothionein 1H	399
10202	DHRS2	dehydrogenase/reductase (SDR family) member 2	1694
660	BMX	BMX non-receptor tyrosine kinase	2601
23205	ACSBG1	acyl-CoA synthetase bubblegum family member 1	2568
51603	METTL13	methyltransferase like 13	3121
22977	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	1248
10154	PLXNC1	plexin C1	2264
7090	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	4923.5
5128	CDK17	cyclin-dependent kinase 17	2421
4858	NOVA2	neuro-oncological ventral antigen 2	1881
9834	KIAA0125	KIAA0125	556
4308	TRPM1	transient receptor potential cation channel, subfamily M, member 1	5013
4056	LTC4S	leukotriene C4 synthase	671
9079	LDB2	LIM domain binding 2	2539
23639	LRRC6	leucine rich repeat containing 6	1643.5
7512	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	2284
921	CD5	CD5 molecule	3166
3902	LAG3	lymphocyte-activation gene 3	1998
23353	SUN1	Sad1 and UNC84 domain containing 1	3716
948	CD36	CD36 molecule (thrombospondin receptor)	2077
8775	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha	1654
2272	FHIT	fragile histidine triad	1098
3674	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	3281
25988	HINFP	histone H4 transcription factor	2251
2328	FMO3	flavin containing monooxygenase 3	2077
55744	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae)	1751.5
4948	OCA2	oculocutaneous albinism II	3123.5
1104	RCC1	regulator of chromosome condensation 1	2501
55320	MIS18BP1	MIS18 binding protein 1	3611
2115	ETV1	ets variant 1	6292
3642	INSM1	insulinoma-associated 1	2827
5371	PML	promyelocytic leukemia	3080
1591	CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1	3079
7363	UGT2B4	UDP glucuronosyltransferase 2 family, polypeptide B4	1939
8464	SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	2120
9753	ZSCAN12	zinc finger and SCAN domain containing 12	3934.5
970	CD70	CD70 molecule	936
5304	PIP	prolactin-induced protein	580
10736	SIX2	SIX homeobox 2	2158.5
9447	AIM2	absent in melanoma 2	1490
4051	CYP4F3	cytochrome P450, family 4, subfamily F, polypeptide 3	2992
268	AMH	anti-Mullerian hormone	2023
1014	CDH16	cadherin 16, KSP-cadherin	2784
8787	RGS9	regulator of G-protein signaling 9	2439
946	SIGLEC6	sialic acid binding Ig-like lectin 6	1916.5
2957	GTF2A1	general transcription factor IIA, 1, 19/37kDa	1556
8972	MGAM	maltase-glucoamylase (alpha-glucosidase)	6531
9265	CYTH3	cytohesin 3	4371.5
6862	T	T, brachyury homolog (mouse)	2322
2569	GABRR1	gamma-aminobutyric acid (GABA) A receptor, rho 1	3119
26150	RIBC2	RIB43A domain with coiled-coils 2	1399
18	ABAT	4-aminobutyrate aminotransferase	5212.5
7225	TRPC6	transient receptor potential cation channel, subfamily C, member 6	4274
5172	SLC26A4	solute carrier family 26, member 4	3728
27314	RAB30	RAB30, member RAS oncogene family	1505
8193	DPF1	D4, zinc and double PHD fingers family 1	2316.5
6598	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	1376
1138	CHRNA5	cholinergic receptor, nicotinic, alpha 5 (neuronal)	2038.5
2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	4748
6514	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	3324
331	XIAP	X-linked inhibitor of apoptosis	8417
22808	MRAS	muscle RAS oncogene homolog	4132.5
66002	CYP4F12	cytochrome P450, family 4, subfamily F, polypeptide 12	1307
79411	GLB1L	galactosidase, beta 1-like	2283
3818	KLKB1	kallikrein B, plasma (Fletcher factor) 1	2261
6595	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	1983
940	CD28	CD28 molecule	3452
10388	SYCP2	synaptonemal complex protein 2	3488
5475	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	2623.5
3641	INSL4	insulin-like 4 (placenta)	616
9631	NUP155	nucleoporin 155kDa	4235
54800	KLHL24	kelch-like family member 24	7334
6863	TAC1	tachykinin, precursor 1	1142.5
55623	THUMPD1	THUMP domain containing 1	3933
27098	CLUL1	clusterin-like 1 (retinal)	1945
79986	ZNF702P	zinc finger protein 702, pseudogene	3000
8190	MIA	melanoma inhibitory activity	837.5
57016	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	1605
4987	OPRL1	opiate receptor-like 1	3207
6541	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	7355
7141	TNP1	transition protein 1 (during histone to protamine replacement)	401
11009	IL24	interleukin 24	1805
5680	PSG11	pregnancy specific beta-1-glycoprotein 11	1438.5
11156	PTP4A3	protein tyrosine phosphatase type IVA, member 3	1169
6792	CDKL5	cyclin-dependent kinase-like 5	3448.5
634	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	3162
7432	VIP	vasoactive intestinal peptide	1586
1482	NKX2-5	NK2 homeobox 5	1081
7745	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	5410
30008	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	1882
9289	GPR56	G protein-coupled receptor 56	3874
55634	KRBOX4	KRAB box domain containing 4	2462
23643	LY96	lymphocyte antigen 96	595
7681	MKRN3	makorin ring finger protein 3	1597
1269	CNR2	cannabinoid receptor 2 (macrophage)	1776
10693	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	1716
1618	DAZL	deleted in azoospermia-like	3084
2672	GFI1	growth factor independent 1 transcription repressor	2707
1813	DRD2	dopamine receptor D2	2618
8943	AP3D1	adaptor-related protein complex 3, delta 1 subunit	4832
6837	MED22	mediator complex subunit 22	2658
23178	PASK	PAS domain containing serine/threonine kinase	4548
1474	CST6	cystatin E/M	821
4901	NRL	neural retina leucine zipper	2165
3630	INS	insulin	464
9121	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)	1930
3232	HOXD3	homeobox D3	2302
6517	SLC2A4	solute carrier family 2 (facilitated glucose transporter), member 4	3159
5017	OVOL1	ovo-like 1(Drosophila)	2947.5
8909	ENDOU	endonuclease, polyU-specific	2296.5
3990	LIPC	lipase, hepatic	1612
867	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	11242
57096	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	2435.5
9947	MAGEC1	melanoma antigen family C, 1	2728.5
29798	C2orf27A	chromosome 2 open reading frame 27A	1223
786	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	1266
9015	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	1752.5
8200	GDF5	growth differentiation factor 5	2385
5973	RENBP	renin binding protein	1040
8809	IL18R1	interleukin 18 receptor 1	3530
27121	DKK4	dickkopf homolog 4 (Xenopus laevis)	821
10750	GRAP	GRB2-related adaptor protein	2037
7458	EIF4H	eukaryotic translation initiation factor 4H	2303
7200	TRH	thyrotropin-releasing hormone	2010
5145	PDE6A	phosphodiesterase 6A, cGMP-specific, rod, alpha	5663
8287	USP9Y	ubiquitin specific peptidase 9, Y-linked	9214
5961	PRPH2	peripherin 2 (retinal degeneration, slow)	3029
6756	SSX1	synovial sarcoma, X breakpoint 1	1261
6523	SLC5A1	solute carrier family 5 (sodium/glucose cotransporter), member 1	4908
9719	ADAMTSL2	ADAMTS-like 2	3744
5732	PTGER2	prostaglandin E receptor 2 (subtype EP2), 53kDa	2478
9582	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	1469
1134	CHRNA1	cholinergic receptor, nicotinic, alpha 1 (muscle)	1990
6496	SIX3	SIX homeobox 3	1699
1141	CHRNB2	cholinergic receptor, nicotinic, beta 2 (neuronal)	5722
5922	RASA2	RAS p21 protein activator 2	2617.5
9934	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	2586
3357	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	2063
3346	HTN1	histatin 1	542
608	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	996
1828	DSG1	desmoglein 1	4540.5
3034	HAL	histidine ammonia-lyase	3090.5
190	NR0B1	nuclear receptor subfamily 0, group B, member 1	1586
2735	GLI1	GLI family zinc finger 1	1882.5
3050	HBZ	hemoglobin, zeta	592
51276	ZNF571	zinc finger protein 571	2279
55721	IQCC	IQ motif containing C	2268
1361	CPB2	carboxypeptidase B2 (plasma)	1694.5
9205	ZMYM5	zinc finger, MYM-type 5	2384.5
10622	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)	3286
57136	APMAP	adipocyte plasma membrane associated protein	2229
4654	MYOD1	myogenic differentiation 1	1808
80761	UPK3B	uroplakin 3B	1529
3543	IGLL1	immunoglobulin lambda-like polypeptide 1	842.5
2745	GLRX	glutaredoxin (thioltransferase)	1365
6671	SP4	Sp4 transcription factor	5787
6476	SI	sucrase-isomaltase (alpha-glucosidase)	6057
598	BCL2L1	BCL2-like 1	2463
3003	GZMK	"granzyme K (granzyme 3; tryptase II)"	1050
6295	SAG	"S-antigen; retina and pineal gland (arrestin)"	1765
359	AQP2	aquaporin 2 (collecting duct)	2612
11245	GPR176	G protein-coupled receptor 176	1977
2322	FLT3	fms-related tyrosine kinase 3	3865
6498	SKIL	SKI-like oncogene	3444
1088	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	2309
3881	KRT31	keratin 31	1620.5
2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1	4231
320	APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1	6597
922	CD5L	CD5 molecule-like	2241
2813	GP2	glycoprotein 2 (zymogen granule membrane)	2216
10462	CLEC10A	C-type lectin domain family 10, member A	1743
7718	ZNF165	zinc finger protein 165	1766
11016	ATF7	activating transcription factor 7	4271.5
54435	HCG4	HLA complex group 4 (non-protein coding)	2043
5163	PDK1	pyruvate dehydrogenase kinase, isozyme 1	2212
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	2262
10898	CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	1755.5
10524	KAT5	K(lysine) acetyltransferase 5	2169
40	ASIC2	acid-sensing (proton-gated) ion channel 2	3074
64714	PDIA2	protein disulfide isomerase family A, member 2	2304
3766	KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	4442
3574	IL7	interleukin 7	2001
5407	PNLIPRP1	pancreatic lipase-related protein 1	1316
7594	ZNF43	zinc finger protein 43	5472
4935	GPR143	G protein-coupled receptor 143	1616
3240	HP	haptoglobin	1261
7504	XK	X-linked Kx blood group (McLeod syndrome)	5087
4861	NPAS1	neuronal PAS domain protein 1	1871
8284	KDM5D	lysine (K)-specific demethylase 5D	4521
7010	TEK	TEK tyrosine kinase, endothelial	3431.5
1140	CHRNB1	cholinergic receptor, nicotinic, beta 1 (muscle)	2300
1184	CLCN5	chloride channel, voltage-sensitive 5	9774
7287	TULP1	tubby like protein 1	2027
4908	NTF3	neurotrophin 3	1251
9750	FAM65B	family with sequence similarity 65, member B	2867
3344	FOXN2	forkhead box N2	5470
2875	GPT	glutamic-pyruvate transaminase (alanine aminotransferase)	1831
23136	EPB41L3	erythrocyte membrane protein band 4.1-like 3	2534
9142	TMEM257	transmembrane protein 257	2442
79774	GRTP1	growth hormone regulated TBC protein 1	1431
22854	NTNG1	netrin G1	2462.5
22797	TFEC	transcription factor EC	3056
7369	UMOD	uromodulin	2325
4626	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	6078
4004	LMO1	LIM domain only 1 (rhombotin 1)	1278
23546	SYNGR4	synaptogyrin 4	1007
4249	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	2437
9170	LPAR2	lysophosphatidic acid receptor 2	1857
8535	CBX4	chromobox homolog 4	2653
27306	HPGDS	hematopoietic prostaglandin D synthase	1621
735	C9	complement component 9	2702
943	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	2985.5
22865	SLITRK3	SLIT and NTRK-like family, member 3	4380.5
7288	TULP2	tubby like protein 2	1773
1137	CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)	2838
7481	WNT11	wingless-type MMTV integration site family, member 11	1602.5
3222	HOXC5	homeobox C5	1626
6847	SYCP1	synaptonemal complex protein 1	3521.5
51066	SSUH2	ssu-2 homolog (C. elegans)	1680
432	ASGR1	asialoglycoprotein receptor 1	1216.5
3227	HOXC11	homeobox C11	2038
631	BFSP1	beaded filament structural protein 1, filensin	2199.5
910	CD1B	CD1b molecule	1065
7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	3064.5
9468	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	5499
1677	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	3084
8608	RDH16	retinol dehydrogenase 16 (all-trans)	1465
1555	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	2757.5
56548	CHST7	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	2312
1907	EDN2	endothelin 2	1161
2208	FCER2	Fc fragment of IgE, low affinity II, receptor for (CD23)	1626
3741	KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	2865
8468	FKBP6	FK506 binding protein 6, 36kDa	1531
65258	MPPE1	metallophosphoesterase 1	2814.5
3759	KCNJ2	potassium inwardly-rectifying channel, subfamily J, member 2	5395
8515	ITGA10	integrin, alpha 10	4842
6123	RPL3L	ribosomal protein L3-like	1538
9087	TMSB4Y	thymosin beta 4, Y-linked	1664
23443	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	2157
7380	UPK3A	uroplakin 3A	847.5
5746	PTH2R	parathyroid hormone 2 receptor	2719
4062	LY6H	lymphocyte antigen 6 complex, locus H	974.5
22844	FRMPD1	FERM and PDZ domain containing 1	3873.5
8029	CUBN	cubilin (intrinsic factor-cobalamin receptor)	2104
56	ACRV1	acrosomal vesicle protein 1	1061
1415	CRYBB2	crystallin, beta B2	769
438	ASMT	acetylserotonin O-methyltransferase	1349
3338	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4	1342
343	AQP8	aquaporin 8	1313
3347	HTN3	histatin 3	584
676	BRDT	bromodomain, testis-specific	3364
5451	POU2F1	POU class 2 homeobox 1	2484
4707	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	339
5143	PDE4C	phosphodiesterase 4C, cAMP-specific	4822
5409	PNMT	phenylethanolamine N-methyltransferase	1160
2066	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	11902
2151	F2RL2	coagulation factor II (thrombin) receptor-like 2	3345
8840	WISP1	WNT1 inducible signaling pathway protein 1	2301
10	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	1319
9940	DLEC1	deleted in lung and esophageal cancer 1	3444.5
10647	SCGB1D2	secretoglobin, family 1D, member 2	440
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	4265.5
4879	NPPB	natriuretic peptide B	700
5079	PAX5	paired box 5	3392
5173	PDYN	prodynorphin	2560
917	CD3G	CD3g molecule, gamma (CD3-TCR complex)	1248.5
10371	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	5670
9162	DGKI	diacylglycerol kinase, iota	4749
10151	HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	3007
51710	ZNF44	zinc finger protein 44	2652
114	ADCY8	adenylate cyclase 8 (brain)	3920
155	ADRB3	adrenoceptor beta 3	2646
1489	CTF1	cardiotrophin 1	1664.5
4803	NGF	nerve growth factor (beta polypeptide)	1052
26206	SPAG8	sperm associated antigen 8	1707
11189	CELF3	CUGBP, Elav-like family member 3	2928
29774	POM121L9P	POM121 transmembrane nucleoporin-like 9, pseudogene	5229
26013	L3MBTL1	l(3)mbt-like 1 (Drosophila)	3355
51716	CES1P1	carboxylesterase 1 pseudogene 1	2146.5
5021	OXTR	oxytocin receptor	4362
5375	PMP2	peripheral myelin protein 2	3483
7294	TXK	TXK tyrosine kinase	1839.5
80264	ZNF430	zinc finger protein 430	2651.5
57282	SLC4A10	solute carrier family 4, sodium bicarbonate transporter, member 10	5600
414	ARSD	arylsulfatase D	2140
6405	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	3547
98	ACYP2	acylphosphatase 2, muscle type	1224
3045	HBD	hemoglobin, delta	777
6779	STATH	statherin	590.5
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	3939
8092	ALX1	ALX homeobox 1	1295
9095	TBX19	T-box 19	2510
25770	C22orf31	chromosome 22 open reading frame 31	1073
173	AFM	afamin	2011
5149	PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma	727
3750	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	4018.5
1413	CRYBA4	crystallin, beta A4	816
8789	FBP2	fructose-1,6-bisphosphatase 2	1309
9810	RNF40	ring finger protein 40, E3 ubiquitin protein ligase	3948
10013	HDAC6	histone deacetylase 6	4031
3204	HOXA7	homeobox A7	2015
10633	RASL10A	RAS-like, family 10, member A	1641.5
6037	RNASE3	ribonuclease, RNase A family, 3	717
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	2893
8692	HYAL2	hyaluronoglucosaminidase 2	2212
10990	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	2277.5
